Row,Month,Description,Sales Rep,Qty,Cost,Sale Price,Location,Category
716,Jan 23,Tennsco Commercial Shelving,Guy Armstrong,54501,0.84,35,Manitoba,Storage & Organization
717,Jan 23,T39m,Christopher Schild,54753,0.55,3.9,Manitoba,Telephones and Communication
718,Jan 23,Tennsco Industrial Shelving,Jim Sink,55138,0.83,35,Manitoba,Storage & Organization
719,Jan 23,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Carlos Soltero,55271,0.61,42,Manitoba,Chairs & Chairmats
720,Jan 23,Colored Envelopes,Jennifer Braxton,55331,0.39,2.5,Manitoba,Envelopes
721,Jan 23,Accessory13,Brian Moss,55618,0.57,1.25,Manitoba,Telephones and Communication
722,Jan 23,Xerox 197,Harold Engle,56645,0.4,17.08,Manitoba,Paper
723,Jan 23,Bretford CR4500 Series Slim Rectangular Table,Harold Engle,56645,0.62,40.19,Manitoba,Tables
724,Jan 23,Xerox 1976,Carlos Soltero,56803,0.37,5.9,Manitoba,Paper
725,Jan 23,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Hilary Holden,57159,0.78,57,Manitoba,Chairs & Chairmats
726,Jan 23,Hammermill Color Copier Paper (28Lb. and 96 Bright),Hilary Holden,57159,0.4,11.59,Manitoba,Paper
727,Jan 23,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Logan Haushalter,57507,0.39,8.4,Manitoba,Binders and Binder Accessories
728,Jan 23,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Guy Armstrong,57922,0.58,8.37,Manitoba,"Scissors, Rulers and Trimmers"
729,Jan 23,Serrated Blade or Curved Handle Hand Letter Openers,Erica Bern,58117,0.84,1.92,Manitoba,"Scissors, Rulers and Trimmers"
730,Jan 23,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Logan Haushalter,58278,0.35,8.99,Manitoba,Office Furnishings
731,Jan 23,Accessory4,Logan Haushalter,58278,0.85,0.99,Manitoba,Telephones and Communication
732,Jan 23,Hon GuestStacker Chair,Harold Engle,58502,0.59,28.16,Manitoba,Chairs & Chairmats
733,Jan 23,Belkin ErgoBoard Keyboard,Christopher Schild,58788,0.64,6.5,Manitoba,Computer Peripherals
734,Jan 23,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Helen Abelman,58947,0.4,2.87,Manitoba,Paper
735,Jan 23,Xerox 1989,Helen Abelman,58947,0.38,5.02,Manitoba,Paper
736,Jan 23,"GE 4 Foot Flourescent Tube, 40 Watt",Jack Lebron,59074,0.39,8.99,British Columbia,Office Furnishings
737,Jan 23,"Bush Westfield Collection Bookcases, Fully Assembled",Jack Lebron,59233,0.62,35.84,British Columbia,Bookcases
738,Jan 23,Nu-Dell Leatherette Frames,Jack Lebron,59233,0.49,5,British Columbia,Office Furnishings
739,Jan 23,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Giulietta Baptist,59425,0.45,6.13,British Columbia,Computer Peripherals
740,Jan 23,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Giulietta Baptist,59425,0.38,5.08,British Columbia,Paper
741,Jan 23,Xerox 1994,Jim Sink,59750,0.37,5.74,British Columbia,Paper
742,Jan 23,Dixon Ticonderoga Core-Lock Colored Pencils,Julie Creighton,35,0.52,2.25,British Columbia,Pens & Art Supplies
743,Jan 23,CF 688,Julie Creighton,35,0.58,8.99,British Columbia,Telephones and Communication
744,Jan 23,Fellowes Staxonsteel® Drawer Files,Sanjit Chand,294,0.71,19.99,British Columbia,Storage & Organization
745,Jan 23,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Matt Collins,450,0.56,8.99,British Columbia,Pens & Art Supplies
746,Jan 23,Hanging Personal Folder File,Matt Collins,450,0.6,11.25,British Columbia,Storage & Organization
747,Jan 23,"Memorex 4.7GB DVD+RW, 3/Pack",Matt Collins,1028,0.4,1.99,British Columbia,Computer Peripherals
748,Jan 23,3285,Matt Collins,1028,0.59,5.99,British Columbia,Telephones and Communication
749,Jan 23,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Justin Knight,1314,0.38,4.39,British Columbia,Paper
750,Jan 23,Office Star - Task Chair with Contemporary Loop Arms,Rob Haberlin,2279,0.61,30,British Columbia,Chairs & Chairmats
751,Jan 23,Acco Perma® 3000 Stacking Storage Drawers,Rob Haberlin,2279,0.66,5.42,British Columbia,Storage & Organization
752,Jan 23,"80 Minute CD-R Spindle, 100/Pack - Staples",Rob Haberlin,2465,0.54,1.99,British Columbia,Computer Peripherals
753,Jan 23,Avery 479,Rob Haberlin,2530,0.39,0.5,British Columbia,Labels
754,Jan 23,Fellowes Bankers Box Staxonsteel® Drawer File/Stacking System,Rob Haberlin,2883,0.73,6.88,British Columbia,Storage & Organization
755,Jan 23,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Christina Vanderzanden,3362,0.44,1.99,British Columbia,Computer Peripherals
756,Jan 23,Eldon® Gobal File Keepers,Christina Vanderzanden,3362,0.81,4.53,British Columbia,Storage & Organization
757,Jan 23,Kensington 7 Outlet MasterPiece® HOMEOFFICE Power Control Center,Matt Collins,5318,0.55,0.99,British Columbia,Appliances
758,Jan 23,2160i,Matt Collins,5318,0.59,4.2,British Columbia,Telephones and Communication
759,Jan 23,Sharp AL-1530CS Digital Copier,Sanjit Chand,5988,0.36,24.49,British Columbia,Copiers and Fax
760,Jan 23,"Seth Thomas 13 1/2"" Wall Clock",Matt Collins,6115,0.54,5.03,British Columbia,Office Furnishings
761,Jan 23,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Justin Knight,6337,0.78,37.58,British Columbia,Office Furnishings
762,Jan 23,Bretford Rectangular Conference Table Tops,Justin Knight,6337,0.74,85.63,British Columbia,Tables
763,Jan 23,Wirebound Voice Message Log Book,Rob Haberlin,6434,0.39,0.88,British Columbia,Paper
764,Jan 23,"80 Minute CD-R Spindle, 100/Pack - Staples",Lena Cacioppo,7136,0.54,1.99,British Columbia,Computer Peripherals
765,Jan 23,Avery 493,Lena Cacioppo,7136,0.36,0.5,British Columbia,Labels
766,Jan 23,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Kimberly Carter,7489,0.74,23.58,British Columbia,Bookcases
767,Jan 23,Novimex Swivel Fabric Task Chair,Gene Hale,7968,0.74,30,British Columbia,Chairs & Chairmats
768,Jan 23,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Christina Vanderzanden,8227,0.72,2.39,British Columbia,Computer Peripherals
769,Jan 23,Project Tote Personal File,Matt Collins,9123,0.56,9.37,British Columbia,Storage & Organization
770,Jan 23,3M Organizer Strips,Sally Knutson,9792,0.37,7.78,British Columbia,Binders and Binder Accessories
771,Jan 23,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Kimberly Carter,9860,0.68,3.52,British Columbia,Computer Peripherals
772,Jan 23,"Sanford Colorific Colored Pencils, 12/Box",Christina Vanderzanden,10310,0.55,1.01,British Columbia,Pens & Art Supplies
773,Jan 23,R380,Christina Vanderzanden,10310,0.58,3.99,British Columbia,Telephones and Communication
774,Jan 23,Xerox 1899,Kimberly Carter,10369,0.36,4.96,British Columbia,Paper
775,Jan 23,"Imation IBM Formatted Diskettes, 100/Pack",Kimberly Carter,10369,0.7,8.99,British Columbia,Computer Peripherals
776,Jan 23,Barrel Sharpener,Rob Haberlin,10692,0.59,4.17,British Columbia,Pens & Art Supplies
777,Jan 23,2160i,Rob Haberlin,10692,0.59,4.2,British Columbia,Telephones and Communication
778,Jan 23,A1228,Rob Haberlin,10692,0.58,8.99,British Columbia,Telephones and Communication
779,Jan 23,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Justin Knight,11553,0.81,19.99,British Columbia,Storage & Organization
780,Jan 23,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Justin Knight,11553,0.78,57.38,British Columbia,Bookcases
781,Jan 23,Accessory34,Justin Knight,11553,0.55,0.99,British Columbia,Telephones and Communication
782,Jan 23,Bagged Rubber Bands,Christina Vanderzanden,11776,0.81,0.7,British Columbia,Rubber Bands
783,Jan 23,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Marina Lichtenstein,11782,0.36,4.75,British Columbia,Paper
784,Jan 23,"Panasonic All Digital Answering System with Caller ID*, KX-TM150B",Marina Lichtenstein,11782,0.6,13.99,British Columbia,Telephones and Communication
785,Jan 23,Wilson Jones® Four-Pocket Poly Binders,Justin Knight,12199,0.36,5.27,British Columbia,Binders and Binder Accessories
786,Jan 23,"Dual Level, Single-Width Filing Carts",Justin Knight,12199,0.59,7.07,British Columbia,Storage & Organization
787,Jan 23,Economy Binders,Gene Hale,14275,0.36,1.49,British Columbia,Binders and Binder Accessories
788,Jan 23,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Gene Hale,14275,0.62,30,British Columbia,Chairs & Chairmats
789,Jan 23,X-Rack File for Hanging Folders,Gene Hale,14535,0.59,5.03,British Columbia,Storage & Organization
790,Jan 23,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Rob Haberlin,15329,0.5,1.99,British Columbia,Computer Peripherals
791,Jan 23,Newell 323,Gene Hale,15621,0.59,1.57,British Columbia,Pens & Art Supplies
792,Jan 23,Eldon Portable Mobile Manager,Gene Hale,15621,0.58,13.99,British Columbia,Storage & Organization
793,Jan 23,Avery Binder Labels,Michelle Arnett,17826,0.37,7.01,British Columbia,Binders and Binder Accessories
794,Jan 23,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,Sally Knutson,17926,0.57,8.78,British Columbia,Storage & Organization
795,Jan 23,"Master Giant Foot® Doorstop, Safety Yellow",Rob Haberlin,18247,0.42,4,British Columbia,Office Furnishings
796,Jan 23,Newell 315,Justin Knight,18471,0.6,0.96,British Columbia,Pens & Art Supplies
797,Jan 23,Kleencut® Forged Office Shears by Acme United Corporation,Justin Knight,18471,0.55,2.56,British Columbia,"Scissors, Rulers and Trimmers"
798,Jan 23,Xerox 1983,Justin Knight,18471,0.36,5.46,British Columbia,Paper
799,Jan 23,T61,Lena Cacioppo,19813,0.56,2.5,British Columbia,Telephones and Communication
800,Jan 23,Avery Poly Binder Pockets,Seth Vernon,20322,0.37,5.47,British Columbia,Binders and Binder Accessories
801,Jan 23,"Bush Westfield Collection Bookcases, Fully Assembled",Seth Vernon,20322,0.62,35.84,British Columbia,Bookcases
802,Jan 23,Xerox 196,Seth Vernon,20322,0.36,7.96,British Columbia,Paper
803,Jan 23,Nu-Dell Leatherette Frames,Gene Hale,20422,0.49,5,British Columbia,Office Furnishings
804,Jan 23,Colored Envelopes,Luke Weiss,20448,0.39,2.5,British Columbia,Envelopes
805,Jan 23,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Justin Knight,21892,0.38,4.97,British Columbia,Binders and Binder Accessories
806,Jan 23,Eldon Simplefile® Box Office®,Rob Haberlin,22980,0.57,6.27,British Columbia,Storage & Organization
807,Jan 23,6190,Julie Creighton,23907,0.55,2.5,British Columbia,Telephones and Communication
808,Jan 23,Panasonic KX-P3200 Dot Matrix Printer,Sanjit Chand,24064,0.57,14.7,British Columbia,Office Machines
809,Jan 23,Wilson Jones DublLock® D-Ring Binders,Justin Knight,24132,0.35,2.99,British Columbia,Binders and Binder Accessories
810,Jan 23,"Wilson Jones Hanging View Binder, White, 1""",Justin Knight,24132,0.39,6.05,British Columbia,Binders and Binder Accessories
811,Jan 23,"Fellowes Basic 104-Key Keyboard, Platinum",Justin Knight,24132,0.6,4,British Columbia,Computer Peripherals
812,Jan 23,Ibico Recycled Linen-Style Covers,Justin Knight,24132,0.37,10.55,British Columbia,Binders and Binder Accessories
813,Jan 23,Self-Adhesive Ring Binder Labels,Justin Knight,24132,0.38,6.83,British Columbia,Binders and Binder Accessories
814,Jan 23,"Tenex File Box, Personal Filing Tote with Lid, Black",Justin Knight,24132,0.59,17.78,British Columbia,Storage & Organization
815,Jan 23,1726 Digital Answering Machine,Luke Weiss,24576,0.58,4.81,British Columbia,Telephones and Communication
816,Jan 23,DAX Clear Channel Poster Frame,Luke Weiss,24576,0.48,7.4,British Columbia,Office Furnishings
817,Jan 23,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Christina Vanderzanden,25248,0.52,1.99,British Columbia,Computer Peripherals
818,Jan 23,Xerox 1891,Christina Vanderzanden,25248,0.38,5.81,British Columbia,Paper
819,Jan 23,Xerox 220,Lena Cacioppo,25475,0.37,7.49,British Columbia,Paper
820,Jan 23,Computer Printout Paper with Letter-Trim Perforations,Seth Vernon,26978,0.37,9.03,British Columbia,Paper
821,Jan 23,Wausau Papers Astrobrights® Colored Envelopes,Sanjit Chand,27105,0.36,2.5,British Columbia,Envelopes
822,Jan 23,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Sanjit Chand,27105,0.51,5.4,British Columbia,Office Furnishings
823,Jan 23,Belkin MediaBoard 104- Keyboard,Julie Creighton,28068,0.75,4,British Columbia,Computer Peripherals
824,Jan 23,"Executive Impressions 12"" Wall Clock",Sanjit Chand,28802,0.47,8.99,British Columbia,Office Furnishings
825,Jan 23,Southworth 25% Cotton Antique Laid Paper & Envelopes,Sanjit Chand,28802,0.4,4.82,British Columbia,Paper
826,Jan 23,6185,Sanjit Chand,28802,0.58,3,British Columbia,Telephones and Communication
827,Jan 23,"Eldon Spacemaker® Box, Quick-Snap Lid, Clear",Anthony Johnson,28839,0.54,7.49,British Columbia,Pens & Art Supplies
828,Jan 23,Xerox 1995,Anthony Johnson,29252,0.37,5.19,British Columbia,Paper
829,Jan 23,Honeywell Quietcare HEPA Air Cleaner,Kimberly Carter,31941,0.52,13.99,British Columbia,Appliances
830,Jan 23,Xerox 1993,Kimberly Carter,31941,0.36,9.68,British Columbia,Paper
831,Jan 23,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Marina Lichtenstein,32418,0.55,43.32,British Columbia,Chairs & Chairmats
832,Jan 23,"Strathmore #10 Envelopes, Ultimate White",Sanjit Chand,34241,0.36,2.5,British Columbia,Envelopes
833,Jan 23,Fellowes 8 Outlet Superior Workstation Surge Protector,Sally Knutson,34816,0.56,4.5,British Columbia,Appliances
834,Jan 23,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Sally Knutson,34816,0.38,19.99,British Columbia,Envelopes
835,Jan 23,Fiskars® Softgrip Scissors,Luke Weiss,35011,0.57,3.37,British Columbia,"Scissors, Rulers and Trimmers"
836,Jan 23,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Anthony Johnson,36068,0.59,23.19,British Columbia,Appliances
837,Jan 23,Accessory20,Michelle Arnett,36930,0.37,3.3,British Columbia,Telephones and Communication
838,Jan 23,Xerox 1971,Luke Weiss,37315,0.4,5.17,British Columbia,Paper
839,Jan 23,5165,Luke Weiss,37315,0.59,4.99,British Columbia,Telephones and Communication
840,Jan 23,Lexmark Z54se Color Inkjet Printer,Luke Weiss,37925,0.36,14,British Columbia,Office Machines
841,Jan 23,StarTAC 7760,Luke Weiss,37925,0.59,3.99,British Columbia,Telephones and Communication
842,Jan 23,"Premier Elliptical Ring Binder, Black",Rob Haberlin,38021,0.37,1.49,British Columbia,Binders and Binder Accessories
843,Jan 23,Wilson Jones DublLock® D-Ring Binders,Julie Creighton,38336,0.35,2.99,British Columbia,Binders and Binder Accessories
844,Jan 23,Micro Innovations 104 Keyboard,Julie Creighton,38336,0.64,6.5,British Columbia,Computer Peripherals
845,Jan 23,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Justin Knight,38565,0.57,5.16,British Columbia,Office Furnishings
846,Jan 23,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Sally Knutson,39783,0.6,6.89,British Columbia,Appliances
847,Jan 23,GBC Standard Plastic Binding Systems Combs,Sally Knutson,39783,0.36,5.6,British Columbia,Binders and Binder Accessories
848,Jan 23,Avery 520,Sally Knutson,39783,0.37,0.5,British Columbia,Labels
849,Jan 23,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Michelle Arnett,42500,0.59,4.5,British Columbia,Appliances
850,Jan 23,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Michelle Arnett,42500,0.39,2.99,British Columbia,Binders and Binder Accessories
851,Jan 23,Fiskars® Softgrip Scissors,Julie Creighton,44162,0.57,3.37,British Columbia,"Scissors, Rulers and Trimmers"
852,Jan 23,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Sally Knutson,44256,0.4,2.87,British Columbia,Paper
853,Jan 23,Xerox 226,Sally Knutson,44256,0.37,5.84,British Columbia,Paper
854,Jan 23,Sanford 52201 APSCO Electric Pencil Sharpener,Sally Knutson,44256,0.59,8.99,British Columbia,Pens & Art Supplies
855,Jan 23,Laminate Occasional Tables,Sally Knutson,44320,0.68,69,British Columbia,Tables
856,Jan 23,Round Ring Binders,Kimberly Carter,45377,0.38,1.49,British Columbia,Binders and Binder Accessories
857,Jan 23,Durable Pressboard Binders,Rob Haberlin,47367,0.38,1.49,British Columbia,Binders and Binder Accessories
858,Jan 23,Avery 52,Rob Haberlin,47367,0.38,0.5,British Columbia,Labels
859,Jan 23,Avery 492,Sally Knutson,47750,0.39,0.5,British Columbia,Labels
860,Jan 23,"Executive Impressions 13"" Chairman Wall Clock",Sally Knutson,47750,0.5,8.99,British Columbia,Office Furnishings
861,Jan 23,Binder Posts,Marina Lichtenstein,48388,0.39,5.01,British Columbia,Binders and Binder Accessories
862,Jan 23,Avery 498,Christina DeMoss,49059,0.38,0.5,British Columbia,Labels
863,Jan 23,Xerox 1891,Christina DeMoss,49059,0.38,5.81,British Columbia,Paper
864,Jan 23,DIXON Oriole® Pencils,Luke Weiss,49510,0.59,1.3,British Columbia,Pens & Art Supplies
865,Jan 23,Avery Durable Binders,Sally Knutson,49634,0.36,1.49,British Columbia,Binders and Binder Accessories
866,Jan 23,Avery 510,Michelle Arnett,50210,0.37,0.5,British Columbia,Labels
867,Jan 23,"Super Bands, 12/Pack",Michelle Arnett,50210,0.82,2.58,British Columbia,Rubber Bands
868,Jan 23,iDEN i95,Sanjit Chand,50503,0.59,19.99,British Columbia,Telephones and Communication
869,Jan 23,Staples 6 Outlet Surge,Anthony Johnson,50816,0.58,4.98,British Columbia,Appliances
870,Jan 23,Lock-Up Easel 'Spel-Binder',Anthony Johnson,50816,0.38,1.49,British Columbia,Binders and Binder Accessories
871,Jan 23,"Memorex 4.7GB DVD+R, 3/Pack",Anthony Johnson,50816,0.42,1.99,British Columbia,Computer Peripherals
872,Jan 23,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Luke Weiss,51073,0.59,24.49,British Columbia,Office Furnishings
873,Jan 23,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Luke Weiss,51073,0.44,3.92,British Columbia,Office Furnishings
874,Jan 23,Office Star Flex Back Scooter Chair with White Frame,Rob Haberlin,51584,0.71,30,British Columbia,Chairs & Chairmats
875,Jan 23,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Monica Federle,51879,0.44,19.99,British Columbia,Office Furnishings
876,Jan 23,Southworth 25% Cotton Premium Laser Paper and Envelopes,Monica Federle,51879,0.37,8.68,British Columbia,Paper
877,Jan 23,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Kimberly Carter,52288,0.43,19.99,British Columbia,Office Furnishings
878,Jan 23,Lock-Up Easel 'Spel-Binder',Michelle Arnett,53190,0.38,1.49,British Columbia,Binders and Binder Accessories
879,Jan 23,StarTAC 7760,Michelle Arnett,53190,0.59,3.99,British Columbia,Telephones and Communication
880,Jan 23,"Seth Thomas 12"" Clock w/ Goldtone Case",Sanjit Chand,53536,0.51,7.58,British Columbia,Office Furnishings
881,Jan 23,Bevis Round Conference Room Tables and Bases,Sanjit Chand,53536,0.71,56.2,British Columbia,Tables
882,Jan 23,#10 Self-Seal White Envelopes,Marina Lichtenstein,53572,0.36,5.25,British Columbia,Envelopes
883,Jan 23,Xerox 1885,Joy Smith,53825,0.37,7.23,British Columbia,Paper
884,Jan 23,Fellowes Super Stor/Drawer® Files,Christina DeMoss,53863,0.66,19.99,British Columbia,Storage & Organization
885,Jan 23,"Advantus Push Pins, Aluminum Head",Monica Federle,54119,0.54,3.37,British Columbia,Rubber Bands
886,Jan 23,Acco Perma® 2700 Stacking Storage Drawers,Monica Federle,54119,0.7,6.64,British Columbia,Storage & Organization
887,Jan 23,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Michelle Arnett,56224,0.36,5.44,British Columbia,Binders and Binder Accessories
888,Jan 23,Bevis Steel Folding Chairs,Michelle Arnett,56224,0.57,74.35,British Columbia,Chairs & Chairmats
889,Jan 23,"Staples Vinyl Coated Paper Clips, 800/Box",Michelle Arnett,56224,0.4,2.82,British Columbia,Rubber Bands
